FECHA,EMISOR,MONEDA,TASA,TASA/MARGEN,PLAZO (en meses),VN,CALIFICACIÓN
31-mar-21,IRSA,ARS,Variable,"5,00%",12,nan,
31-mar-21,IRSA,UVA,Variable,"4,00%",36,"3868,00",
31-mar-21,IRSA,USD Linked,Fija,"5,00%",36,nan,
29-mar-21,Creaurban,ARS,Variable,"5,00%",12,"1922,00",
26-mar-21,Vista Oil & Gas,UVA,Variable,"3,00%",42,"2407,00",
15-mar-21,PCR,ARS,Variable,"4,00%",12,"1061,00",
15-mar-21,PCR,USD Linked,Fija,"4,75%",36,nan,
11-mar-21,Generación Mediterranea,USD Linked,Fija,"6,00%",24,nan,
11-mar-21,Generación Mediterranea,UVA,Variable,"4,60%",24,nan,
8-mar-21,Vista Oil & Gas,USD Linked,Fija,"4,25%",36,nan,
8-mar-21,Vista Oil & Gas,UVA,Variable,"2,73%",42,nan,
5-mar-21,Santander,ARS,Variable,"41,00%",12,"5000,00",
25-feb-21,Red Surcos,USD Linked,Fija,"7,48%",21,"3,00",
19-feb-21,Plaza Logística,UVA,Variable,"2,48%",42,"1799,00",
4-feb-21,Newsan,ARS,Variable,"5,50%",12,"1244,00",
3-dic-20,Vista Oil & Gas,USD Linked,Fija,"0,00%",32,"10,00",
3-dic-20,Vista Oil & Gas,USD Linked,Fija,"3,24%",48,"10,00",
10-nov-20,Richmond,USD Linked,Fija,"5,00%",12,nan,
23-oct-20,PCR,USD Linked,Fija,"4,00%",36,nan,
23-oct-20,YPF Luz,USD Linked,Fija,"0,00%",24,"30,00",
23-oct-20,YPF Luz,USD Linked,Fija,"1,00%",36,"20,00",
16-oct-20,GPAT,ARS,Variable,"38,50%",12,"500,00",
29-sep-20,Volkswagen,ARS,Variable,,30,"1379,00",
29-sep-20,Volkswagen,ARS,Variable,"0,36%",12,"650,00",
24-sep-20,Grupo Cohen,USD Linked,Fija,"6,00%",12,"2,00",
24-sep-20,Grupo Cohen,ARS,Variable,"6,00%",12,"27,00",
15-sep-20,Ángel Estrada y Compañía S.A.,ARS,Variable,"3,90%",12,"429,00",
11-sep-20,Grupo ST,ARS,Variable,"35,00%",6,"60,00",
11-sep-20,Grupo ST,ARS,Variable,"4,00%",18,"140,00",
7-sep-20,Itaú,ARS,Variable,"0,95%",24,"1537,00",
4-sep-20,Don Mario,USD Linked,Fija,"2,50%",48,nan,
3-sep-20,Liag,USD Linked,Fija,"2,98%",37,nan,
2-sep-20,Newsan,ARS,Variable,"4,75%",12,"1637,00",
1-sep-20,Pan American Energy,USD Linked,Fija,"3,00%",48,nan,
1-sep-20,Pan American Energy,USD Linked,Fija,"0,00%",36,nan,
1-sep-20,Pan American Energy,ARS,Variable,"2,75%",24,"3349,00",
31-ago-20,CP Manque y CP Los Olivos,USD Linked,Fija,"0,00%",36,nan,
31-ago-20,CP Manque y CP Los Olivos,ARS,Variable,"0,24%",12,"1109,00",
28-ago-20,CNH Industrial Capital Argentina,ARS,Variable,"36,00%",12,nan,
28-ago-20,CNH Industrial Capital Argentina,USD Linked,Fija,"0,00%",36,nan,
27-ago-20,Cresud,USD Linked,Fija,"2,00%",36,"25,00",
26-ago-20,Genneia,USD Linked,Fija,"0,00%",24,nan,
26-ago-20,Genneia,USD Linked,Fija,"2,00%",36,nan,
14-ago-20,Aeropuertos 2000,USD Linked,Fija,"0,00%",24,"40,00",
13-ago-20,Red Surcos,USD Linked,Fija,"4,00%",18,"15,00",
12-ago-20,Rizobacter,USD Linked,Fija,"0,00%",36,"17,00",
7-ago-20,BACS,ARS,Variable,"2,99%",30,nan,
6-ago-20,TGN,ARS,Variable,"1,00%",18,"1500,00",
5-ago-20,Vista Oil & Gas,ARS,Variable,"1,37%",18,nan,
5-ago-20,Vista Oil & Gas,USD Linked,Fija,"0,00%",36,"20,00",
29-jul-20,MSU,USD Linked,Fija,"0,00%",24,"15,00",
28-jul-20,Aluar,USD Linked,Fija,"0,00%",36,"60,00",
24-jul-20,Inversora Juramento,ARS,Variable,"3,84%",12,"600,00",
24-jul-20,Pampa Energía,ARS,Variable,"2,50%",13,"6355,00",
21-jul-20,Creaurban,ARS,Variable,"4,50%",9,"1200,00",
16-jul-20,IRSA,USD Linked,Fija,"4,00%",18,nan,
16-jul-20,IRSA,ARS,Variable,"4,00%",12,"335,00",
16-jul-20,Newsan,ARS,Variable,"5,00%",6,"1083,00",
15-jul-20,Ledesma,ARS,Variable,"3,00%",12,"1055,00",
15-jul-20,Ledesma,ARS,Variable,"33,24%",6,nan,
14-jul-20,PAE,USD Linked,Fija,"0,00%",24,nan,
14-jul-20,PAE,USD Linked,Fija,"1,00%",36,nan,
14-jul-20,PAE,ARS,Variable,"1,50%",12,"3000,00",
7-jul-20,Plaza Logística,UVA,Variable,"4,49%",24,"2150,00",
26-jun-20,San Miguel,USD Linked,Fija,"1,48%",18,"40,00",
25-jun-20,Supervielle,USD Linked,Fija,"2,00%",12,"30,00",
22-jun-20,John Deere,USD Linked,Fija,"0,00%",24,"20,00",
19-jun-20,YPF Luz,USD Linked,Fija,"1,49%",18,"50,00",
18-jun-20,PCR,USD Linked,Fija,"3,25%",18,nan,
17-jun-20,Generación Mediterranea,USD Linked,Fija,"6,50%",12,nan,
17-jun-20,Generación Mediterranea,ARS,Variable,"8,00%",6,"151,00",
12-jun-20,Rizobacter,USD Linked,Fija,"4,71%",17,"15,00",
10-jun-20,YPF,ARS,Variable,"0,00%",6,"1577,00",
10-jun-20,YPF,USD Linked,Fija,"1,50%",24,nan,
8-jun-20,Itaú,ARS,Variable,"3,80%",24,"1315,00",
8-jun-20,Itaú,ARS,Variable,"1,95%",12,"1283,00",
3-jun-20,Cresud,USD Linked,Fija,"3,50%",18,"83,00",
1-jun-20,BACS,ARS,Variable,"3,97%",6,"500,00",
21-may-20,CGC,USD Linked,Fija,"5,00%",15,nan,
21-may-20,Geneia,USD Linked,Fija,"5,00%",12,nan,
21-may-20,Geneia,ARS,Variable,"5,00%",6,"425,00",
20-may-20,YPF,ARS,Variable,"0,00%",7,"476,00",
20-may-20,YPF,USD Linked,Fija,"0,00%",18,"93,00",
19-may-20,IRSA,USD Linked,Fija,"9,00%",24,nan,
19-may-20,IRSA,USD Linked,Fija,"7,00%",12,nan,
19-may-20,IRSA,ARS,Variable,"6,00%",9,"354,00",
15-may-20,PAE,ARS,Variable,"4,74%",6,"3000,00",
15-may-20,PAE,USD Linked,Fija,"0,00%",18,"25,00",
11-may-20,Raghsa,USD Mep,Fija,"8,50%",84,nan,
7-may-20,MSU,USD Mep,Fija,"0,00%",45,nan,
28-abr-20,Pampa Energía,ARS,Variable,"3,00%",3,"1238,00",
28-abr-20,Pampa Energía,ARS,Variable,"5,00%",6,"565,00",
16-abr-20,YPF,ARS,Variable,"3,00%",3,"993,00",
16-abr-20,YPF,ARS,Variable,"0,00%",8,"496,00",
12-mar-20,Ángel Estrada y Compañía S.A.,ARS,Variable,"8,00%",12,nan,
12-mar-20,Ángel Estrada y Compañía S.A.,USD Linked,Fija,"9,00%",12,nan,
5-mar-20,ON Compañía General de Combustibles S.A.,ARS,Variable,"5,00%",12,nan,
5-mar-20,ON Compañía General de Combustibles S.A.,USD Linked,Fija,"9,00%",15,nan,
5-mar-20,ON Compañía General de Combustibles S.A.,USD Mep,Fija,"9,00%",15,nan,
5-mar-20,ON MSU S.A.,USD Mep,Fija,"9,00%",15,nan,
5-mar-20,ON MSU S.A.,USD Linked,Fija,"9,00%",15,nan,
3-mar-20,ARCOR,ARS,Variable,"4,25%",6,"1065,00",
3-mar-20,ARCOR,ARS,Variable,"5,75%",18,"1535,00",
2-mar-20,YPF,USD Linked,Fija,"0,00%",,nan,
2-mar-20,YPF,USD Mep,Fija,"5,00%",12,nan,
2-mar-20,YPF,USD Mep,Fija,"6,00%",20,nan,
27-feb-20,John Deere,USD Mep,Fija,"9,75%",20,nan,
27-feb-20,John Deere,USD Mep,Fija,"9,00%",18,nan,
27-feb-20,Toyota,ARS,Variable,"4,45%",12,"750,00",
21-feb-20,PAE,ARS,Variable,"4,50%",12,"4000,00",
19-feb-20,Vista Oil & Gas,USD Mep,Fija,"3,50%",48,"50,00",
18-feb-20,Tecpetrol,USD Mep,Fija,"4,00%",12,nan,
18-feb-20,Tecpetrol,ARS,Variable,"4,50%",12,"2414,00",
17-feb-20,AES,USD Mep,Fija,"8,00%",9,nan,
17-feb-20,AES,USD Linked,Fija,"9,00%",9,nan,
17-feb-20,AES,ARS,Variable,"6,50%",9,nan,
17-feb-20,PCR,ARS,Variable,"6,50%",12,nan,
17-feb-20,PCR,USD Linked,Fija,"9,00%",12,nan,
17-feb-20,PCR,USD Mep,Fija,"9,00%",12,"37,00",
17-feb-20,San Miguel,USD Linked,Fija,"9,00%",10,nan,
17-feb-20,San Miguel,USD Mep,Fija,"8,50%",10,nan,
17-feb-20,San Miguel,USD Linked,Fija,"4,99%",36,"45,00",
17-feb-20,San Miguel,USD Linked,Fija,"0,00%",12,"15,00",
17-feb-20,San Miguel,ARS,Variable,"6,50%",10,"653,00",
14-feb-20,Rizobacter,USD Mep,Fija,"9,50%",12,nan,
14-feb-20,Rizobacter,USD Linked,Fija,"10,50%",12,nan,
13-feb-20,Inv Juramento,ARS,Variable,"7,00%",9,nan,
11-feb-20,Banco Hipotecario,UVA,Variable,"5,00%",24,nan,
11-feb-20,Banco Hipotecario,ARS,Variable,"6,75%",18,nan,
6-feb-20,Volkswagen,ARS,Variable,"5,24%",9,"750,00",
31-ene-20,Telecom,ARS,Variable,"4,75%",12,"3196,00",
31-ene-20,Telecom,ARS,Variable,"5,25%",18,nan,
27-ene-20,Cresud,ARS,Variable,"6,50%",12,nan,
27-ene-20,Cresud,USD Linked,Fija,"9,00%",18,nan,
27-ene-20,Cresud,USD Mep,Fija,"9,00%",15,nan,
27-ene-20,Neuquén,ARS,Variable,"6,00%",6,"1500,00",
23-ene-20,Creaurban,ARS,Variable,"8,50%",6,nan,
22-ene-20,YPF,ARS,Variable,"5,00%",12,nan,
22-ene-20,YPF,USD Linked,Fija,"9,00%",12,nan,
22-ene-20,YPF,ARS,Variable,"6,00%",18,nan,
22-ene-20,YPF,ARS,Variable,"6,00%",13,nan,
16-ene-20,CABA**,ARS,Variable,"8,25%",24,"9414,00",
15-ene-20,Santander,ARS,Variable,"3,45%",6,"3770,00",
20-dic-19,Geneia,ARS,Variable,"10,00%",6,nan,
20-dic-19,Geneia,USD Mep,Fija,"10,00%",12,nan,
18-dic-19,Arcor,ARS,Variable,"4,24%",6,"1654,00",
18-dic-19,John Deere,USD Mep,Fija,"9,50%",12,nan,
18-dic-19,John Deere,USD Linked,Fija,"8,00%",12,nan,
12-dic-19,PSA,ARS,Variable,"7,00%",6,"531,00",
11-dic-19,BBVA,ARS,Variable,"4,00%",6,"1967,00",
5-dic-19,PAE,ARS,Variable,"3,70%",6,"2743,00",
5-dic-19,Volkswagen,ARS,Variable,"5,75%",6,"750,00",
3-dic-19,YPF,USD Linked,Fija,"9,00%",12,nan,
3-dic-19,YPF,ARS,Variable,"3,75%",6,"1683,00",
3-dic-19,YPF,ARS,Variable,"6,00%",12,"1156,00",
27-nov-19,BACS,ARS,Variable,"6,00%",6,"296,00",
27-nov-19,BACS,ARS,Variable,"8,50%",9,"203,00",
21-nov-19,Galicia,ARS,Variable,"3,49%",6,"4182,00",
